,link,article,polarity,subjectivity,length,ukraine,war,russia,putin,zelensky
146,https://www.aljazeera.com/news/2023/1/29/wanted-to-helppeople-mourn-british-volunteer-killed-in-ukraine,"People gathered in Ukraine’s capital Kyiv to commemorate a British volunteer killed during a rescue mission in the eastern town of Soledar, where Russian and Ukrainian forces have fought an intense battle for control.The service on Sunday honoured British aid worker Andrew Bagshaw, one of two British volunteers who died during an attempted humanitarian evacuation. His colleague Chris Parry, 28, was also killed during heavy fighting.Several dozen people gathered to mourn Bagshaw, who was in his late 40s, including fellow volunteers who knew him and others who came to express condolences. A small church linked to Kyiv’s ancient St Sophia Cathedral was packed for the service, which was led by an Orthodox priest.“I remember one of the first times when we went [on an evacuation run] together. He was a very quiet person; he just wanted to help people,” said volunteer Ignatius Ivlev-Yorke, who organised Bagshaw’s memorial service.“He felt that this was his mission. That he had a duty to do it.”Volunteers and other mourners attend a memorial service for Andrew Bagshaw in Kyiv [Gleb Garanich/Reuters]Bagshaw’s family said the volunteers were killed while trying to rescue an elderly woman from the town when their cars were hit by a shell, according to Sky News.Ukrainian police said on January 9 that they lost contact with Bagshaw and Perry after the two men left Kramatorsk for Soledar on January 6.Parry’s family confirmed in a statement released through the United Kingdom’s Foreign Office that both men had been killed on Tuesday. However, the statement gave no details on the circumstances of their deaths.According to Parry’s family, he “found himself drawn to Ukraine in March in its darkest hour at the start of the Russian invasion and helped those most in need, saving over 400 lives plus many abandoned animals”.The UK’s Foreign Office said it was supporting the families. Bagshaw was also a dual citizen of New Zealand, where he was living when he travelled to Ukraine in April.On Wednesday, Ukraine acknowledged for the first time that it had retreated from Soledar, almost two weeks after Russian troops said they captured the small salt-mining town.Source: News AgenciesAboutShow moreAbout UsCode of EthicsTerms and ConditionsEU/EEA Regulatory NoticePrivacy PolicyCookie PolicyCookie PreferencesSitemapCommunity GuidelinesWork for usHR QualityConnectShow moreContact UsAdvertise with usAppsChannel FinderTV SchedulePodcastsSubmit a TipOur ChannelsShow moreAl Jazeera ArabicAl Jazeera EnglishAl Jazeera Investigative UnitAl Jazeera MubasherAl Jazeera DocumentaryAl Jazeera BalkansAJ+Our NetworkShow moreAl Jazeera Centre for StudiesAl Jazeera Media InstituteLearn ArabicAl Jazeera Centre for Public Liberties & Human RightsAl Jazeera ForumAl Jazeera Hotel PartnersFollow Al Jazeera English:facebooktwitteryoutubeinstagram-colored-outlinerss© 2023 Al Jazeera Media Network",0.00371,0.26987,2895,4,0,3,0,0
147,https://www.aljazeera.com/news/2023/1/29/russia-ukraine-war-list-of-key-events-day-340,"Here is the situation as it stands on Sunday, January 29, 2023:FightingRussia accused the Ukrainian military of deliberately attacking a hospital in a Russian-held area of eastern Ukraine in what it called a war crime that killed 14 people and wounded 24 patients and medical staff. There was no immediate response to the allegations from Ukraine.A Russian attack killed three people in a residential district of the eastern Ukrainian city of Kostiantynivka, the region’s governor said.Ukrainian President Volodymyr Zelenskyy described the situation at the front as “extremely acute”, particularly in the eastern Donetsk region where Russia is stepping up an offensive.Zelenskyy reported significant battles for Vuhledar, to the southwest of Donetsk’s regional capital, and Bakhmut, to the northeast.WeaponsGerman arms maker Rheinmetall is ready to significantly boost its output of tank and artillery munitions to satisfy strong demand in Ukraine and the West, and may start producing HIMARS multiple rocket launchers in Germany, CEO Armin Papperger told the Reuters news agency.Talks are under way among Ukraine and its allies about Kyiv’s requests for long-range missiles that it says are needed to prevent Russia from destroying its cities, a top aide to Zelenskyy said.Ukraine has been promised 321 heavy tanks by several countries, its ambassador to France said.Poland will send an additional 60 tanks to Ukraine on top of the 14 German-made Leopard 2 tanks it has pledged, the Polish prime minister said in an interview with Canadian television.DiplomacyNorth Korea has again criticised a US decision to send tanks to Ukraine, calling it an “unethical crime” aimed at perpetuating an unstable international situation.Russia’s deputy foreign minister, Sergei Ryabkov, will hold a meeting with Lynne Tracy, the new US ambassador to Moscow, early next week, the RIA news agency reported.Zelenskyy condemned the idea of neutrality in sports at a time when his country’s athletes fight and die in war, while their Russian counterparts might be allowed to compete.Children in warRussia is violating the “fundamental principles of child protection” in wartime by giving Ukrainian children Russian passports and putting them up for adoption, the UN refugee agency chief told Reuters.SanctionsUkraine imposed sanctions on 182 Russian and Belarusian companies, and three individuals, in the latest of a series of steps by Zelenskyy to block their links to his country.The US Department of the Treasury’s top sanctions official on a trip to Turkey and the Middle East next week will warn countries and businesses that they could lose US market access if they do business with entities subject to US curbs as Washington cracks down on Russian attempts to evade sanctions.Source: News AgenciesAboutShow moreAbout UsCode of EthicsTerms and ConditionsEU/EEA Regulatory NoticePrivacy PolicyCookie PolicyCookie PreferencesSitemapCommunity GuidelinesWork for usHR QualityConnectShow moreContact UsAdvertise with usAppsChannel FinderTV SchedulePodcastsSubmit a TipOur ChannelsShow moreAl Jazeera ArabicAl Jazeera EnglishAl Jazeera Investigative UnitAl Jazeera MubasherAl Jazeera DocumentaryAl Jazeera BalkansAJ+Our NetworkShow moreAl Jazeera Centre for StudiesAl Jazeera Media InstituteLearn ArabicAl Jazeera Centre for Public Liberties & Human RightsAl Jazeera ForumAl Jazeera Hotel PartnersFollow Al Jazeera English:facebooktwitteryoutubeinstagram-colored-outlinerss© 2023 Al Jazeera Media Network",0.08939,0.26133,3487,8,5,11,0,5
148,https://www.aljazeera.com/news/2023/1/29/north-korea-denies-arming-russias-wagner-group,"North Korea has denied providing arms to Russia after the United States accused Pyongyang of supplying rockets and missiles to the Russian Wagner Group and helping bolster Moscow’s forces in Ukraine.A senior North Korean official, in a statement on Sunday, slammed the US allegations as a “groundless rumour” aimed at justifying Washington’s own military aid to Ukraine.The US had designated Wagner as a “transnational criminal organisation” earlier this month, citing the private military group’s alleged weapons dealings with North Korea – something that is prohibited by United Nations Security Council resolutions.The White House also showed what it said were US intelligence photographs of Russian rail cars entering North Korea, picking up a load of infantry rockets and missiles, and returning to Russia.But the director general of the North Korean Department of US Affairs, Kwon Jong Gun, rejected the accusations on Sunday, warning that the US will face a “really undesirable result” if it persists in spreading the “self-made rumour”.“Trying to tarnish the image of [North Korea] by fabricating a non-existent thing is a grave provocation that can never be allowed and that cannot but trigger its reaction,” Kwon Jong Gun said.He added that the US move was “a foolish attempt to justify its offer of weapons to Ukraine”.Earlier this week, US President Joe Biden promised 31 Abrams tanks, one of the US army’s most powerful and sophisticated weapons, to help Kyiv fight off Moscow’s invasion.The move drew a rebuke Friday from Kim Yo Jong, the powerful sister of North Korean leader Kim Jong Un, who accused Washington of “further crossing the red line” by sending the tanks into Ukraine.Kwon Jong Gun reiterated Pyongyang’s concerns over the tank transfer on Sunday, calling it an “unethical crime” aimed at perpetuating an unstable international situation.Along with China, Russia is one of North Korea’s few international friends.Russia, one of the five permanent members of the UN Security Council, has long held the line against increasing pressure on nuclear-armed North Korea, even asking for relief from international sanctions for humanitarian reasons.Meanwhile, other than Syria and Russia, North Korea is the only country to recognise the independence of Luhansk and Donetsk, two Russian-backed separatist regions in eastern Ukraine.In November, after the White House said Pyongyang was covertly supplying Russia with a “significant” number of artillery shells, North Korea said it had never had arms dealings with Russia and had no plans to do so.Source: News AgenciesAboutShow moreAbout UsCode of EthicsTerms and ConditionsEU/EEA Regulatory NoticePrivacy PolicyCookie PolicyCookie PreferencesSitemapCommunity GuidelinesWork for usHR QualityConnectShow moreContact UsAdvertise with usAppsChannel FinderTV SchedulePodcastsSubmit a TipOur ChannelsShow moreAl Jazeera ArabicAl Jazeera EnglishAl Jazeera Investigative UnitAl Jazeera MubasherAl Jazeera DocumentaryAl Jazeera BalkansAJ+Our NetworkShow moreAl Jazeera Centre for StudiesAl Jazeera Media InstituteLearn ArabicAl Jazeera Centre for Public Liberties & Human RightsAl Jazeera ForumAl Jazeera Hotel PartnersFollow Al Jazeera English:facebooktwitteryoutubeinstagram-colored-outlinerss© 2023 Al Jazeera Media Network",0.06034,0.35661,3289,5,1,10,0,0
149,https://www.aljazeera.com/news/2023/1/28/russia-14-civilians-killed-in-deliberate-hospital-attack,"Russia accused the Ukrainian military of deliberately attacking a hospital in a Russian-held area of eastern Ukraine in what it said was a war crime that killed 14 people and wounded 24 patients and medical staff.There was no immediate response to the allegations from Ukraine on Saturday.The attack hit a hospital in the Russian-held settlement of Novoaidar and was carried out using a US-supplied HIMARS rocket launch system, the Russian defence ministry said in a statement.“A deliberate missile strike against a known functioning civilian medical facility is without doubt a serious war crime by the Kyiv regime,” it said. “All those involved in the planning and execution of this crime will be found and held accountable.”Civilian and military medics had been working in the hospital for many months treating local people and soldiers, it said.Ukraine and its Western allies have accused Russian forces of frequent war crimes in the conflict in which thousands of civilians have been killed and cities and towns reduced to rubble by artillery and air raids. Russia denies targeting civilians.‘Yet another crime’Meanwhile, three people were killed and more than a dozen others wounded following a Russian attack on the city of Konstantynivka in eastern Ukraine, the local governor said on Saturday.“The Russians fired at a residential neighbourhood, damaged four multi-story buildings, a hotel, garages and civilian cars,” Donetsk Governor Pavlo Kyrylenko said on social media.Kyrylenko said rescue workers and police were at the scene, “helping people and carefully documenting yet another crime by the Russian occupiers on our land”.Images posted on Kyrylenko’s Telegram account showed apartment buildings with blown-out windows and debris scattered around the charred remains of a car.According to Ukraine’s defence ministry, Russia carried out attacks on Konstantynivka with multiple rocket launchers.Almost a year into its invasion of Ukraine, Moscow is seeking to seize control of the entire Donetsk region, which it has already declared a part of Russia.‘Deliberately destroying towns’Ukraine said last week Russian troops stepped up their attacks in the east, particularly on the towns of Vugledar and Bakhmut.Ukraine President Volodymyr Zelenskyy described the battles near Bakhmut and Vuhledar, 200km (90 miles) to the south, as “extremely acute”.“The occupiers are not just storming our positions, they are deliberately and methodically destroying these towns and villages around them,” he said.Ukrainian troops are battling Russian soldiers for control of Vuhledar along the southern front. Both sides claimed success in the small administrative centre of apartment blocks surrounded by flat fields.“The encirclement and subsequent liberation of this city solves many problems,” said Denis Pushilin, the Moscow-appointed leader of the Donetsk region.But Kyiv said the town, which had a pre-invasion population of about 15,000, remained contested. “There is fierce combat there,” Ukrainian military spokesman Sergiy Cherevaty told local media.‘Decisive strategic action’Bloomberg News reported that Russia was seeking to demonstrate that its military can change the momentum of the war after months of battlefield setbacks by launching a full-out offensive.It quoted unnamed Russian officials and advisers as saying the goal is to achieve rapid victories to gain control of the eastern regions that were annexed last year to strengthen Moscow’s hand at any future peace talks.The US-based Institute for the Study of War (ISW) think tank agreed with the reporting.“This report is consistent with ISW’s current assessment and forecast that the Kremlin is likely preparing to conduct a decisive strategic action – most likely in Luhansk Oblast – in the next six months intended to regain the initiative and end Ukraine’s current string of operational successes,” it said.“ISW previously assessed that the decisive strategic action in Luhansk Oblast could be either a major offensive or a Russian defensive operation to defeat and exploit a Ukrainian counteroffensive.”One Ukraine official said it is possible Russia will time its major offensive near the anniversary of the start of the war last year.“It is no secret that they are preparing for a new wave by February 24,” Oleksiy Danilov, head of the Ukrainian National Security and Defense Council, told Radio Liberty on Friday.The aim is to seize the entire Donbas – Donetsk and Luhansk – and then “to completely go beyond the borders of the regions”, said Danilov.",0.03494,0.24669,4531,10,6,17,0,1
150,https://www.aljazeera.com/news/2023/1/28/russia-ukraine-war-list-of-key-events-day-339,"Here is the situation as it stands on Saturday, January 28, 2023:FightingUkrainian troops were locked in a “fierce” confrontation with Russian fighters for control of the town of Vuhledar southwest of Donetsk.The latest wave of Russian shelling killed at least 10 Ukrainian and wounded 20 others, the office of Ukraine’s president said.DiplomacyUkrainian President Volodymyr Zelenskyy extended a provocative invitation to International Olympic Committee President Thomas Bach to visit the front-line city of Bakhmut after the sport’s body said a “pathway” should be explored to allow Russian and Belarusian athletes to take part in the 2024 Paris Olympics.Kim Yo Jong, the influential sister of North Korean leader Kim Jong Un, condemned the decision by the United States to supply Ukraine with advanced battle tanks to help fight Russian forces, accusing Washington of crossing a “red line” and escalating a “proxy war” designed to destroy Moscow.Russia’s Foreign Minister Sergey Lavrov met Eritrea’s President Isaias Afwerki in Asmara as part of his Africa tour aimed at boosting international support for Moscow’s war effort in Ukraine.European Union ambassadors discussed extending sanctions to Belarus, Moscow’s ally, to crack down on Russian companies routing banned products through its neighbour.Russia’s communications regulator Roskomnadzor said it blocked CIA and FBI websites, accusing the US government agencies of spreading false information, the state-owned TASS news agency reported.Russia is violating the “fundamental principles of child protection” in wartime by giving Ukrainian children Russian passports and putting them up for adoption, the UN refugee agency chief told Reuters news agency.Japan tightened sanctions against Russia following its latest wave of missile attacks in Ukraine, adding goods to an export ban list and freezing the assets of Russian officials and entities.MilitaryA total of 321 heavy tanks have been promised to Ukraine by several countries, according to its ambassador to France.Ukraine said it is setting up drone assault companies within its armed forces as part of an idea to build up an “army of drones” that will be equipped with Starlink satellite communications.Poland will send an additional 60 tanks to Ukraine on top of the 14 German-made Leopard 2 tanks it has already pledged, the Polish prime minister said in an interview with Canadian television on Thursday.",0.01331,0.236,2423,7,3,11,0,1
151,https://www.aljazeera.com/news/2023/1/28/zelenskyy-says-olympics-chief-should-visit-ukraine-front-line,"Ukrainian President Volodymyr Zelenskyy has invited International Olympic Committee (IOC) President Thomas Bach to visit the front-line city of Bakhmut, where Ukraine’s soldiers are engaged in vicious battle with Russian forces.Zelenskyy extended the provocative invitation on Friday after the Olympic committee said a “pathway” should be explored to allow Russian and Belarusian athletes to take part in the 2024 Paris Games.Russia and its ally Belarus have been excluded from competing in most Olympic sports since the invasion of Ukraine.“I invite Mr. Bach to Bakhmut. So that he could see with his own eyes that neutrality does not exist,” Zelenskyy said in a speech shared on social media.“It is obvious that any neutral banner of Russian athletes is stained with blood,” he said.Bakhmut, in the eastern region of Donetsk, is currently the epicentre of the fighting in Ukraine.We know how often tyrannies try to use sports for their ideological interests. It is obvious that any neutral flag of Russian athletes is stained with blood. I invite Mr. Bach to Bakhmut. So that he could see with his own eyes that neutrality does not exist. pic.twitter.com/icSdvgpD87— Володимир Зеленський (@ZelenskyyUa) January 27, 2023 Bach said on Friday that Russian and Belarusian athletes could hope to compete at the 2024 Olympic Games in Paris, but only if they compete under a neutral flag.The mission is to bring together athletes from all over the world, “especially when their countries are in conflict,” Bach said during a press briefing in the German town of Oberhof.“The principle that has been laid down is: No Russian or Belarusian athletes,” Bach explained, but “individual, neutral athletes from these countries without any identification with their nationality” could “possibly” compete next year.However, he stressed that the IOC is just “at the beginning of very detailed consultations” on the matter.Russian forces have been trying to take control of Bakhmut for months in what Kyiv has described as some of the bloodiest battles since the start of Russia’s offensive on February 24 last year.Zelenskyy said “it is impossible not to be disappointed” by the stance of the IOC chief.“I spoke with him more than once and never heard how he was going to protect sports from war propaganda if he returned Russian athletes to international competitions,” Zelenskyy said.“We will do everything for the world to protect sport from the political and any other influence of a terrorist state, which is simply inevitable if Russian athletes compete.”In a statement on Wednesday, the IOC said that its executive board met to consider the issue, and “the vast majority of the participants” had expressed that “no athlete should be prevented from competing just because of their passport” and that “governments must not decide which athletes can participate in which competition and which athletes cannot”.Statement on solidarity with Ukraine, sanctions against Russia and Belarus, and the status of athletes from these countries👇 https://t.co/OGk1HqoN1N— IOC MEDIA (@iocmedia) January 25, 2023Ukrainian Sports Minister Vadym Gutzeit has informed the IOC that his country is planning to boycott the 2024 Games if Russian and Belarusian athletes are allowed to compete.“There can’t be agreements with representatives of terrorist countries,” Gutzeit said.“I hope that all federations, athletes and the whole world have been paying close attention and that we don’t have to resort to this extreme means,” Gutzeit warned, referring to an Olympic boycott by Ukraine.Bach said on Friday that excluding athletes solely on the basis of their passport does not meet human rights requirements. If exceptions were made and athletes holding a Russian or Belarusian passport were excluded from the Olympic Games, this would create “an enormously dangerous precedent for world sport,” Bach argued, adding that other countries were also affected by wars.“What do you say to an athlete from Yemen, from Iraq, from Libya, from Armenia, from Azerbaijan, from Ethiopia?”The Olympic Council of Asia (OCA) on Thursday offered Russian and Belarusian athletes the chance to compete in this year’s Asian Games.",-0.01577,0.39312,4180,5,3,15,0,6
152,https://www.aljazeera.com/news/2023/1/28/north-korea-condemns-us-sending-battle-tanks-to-ukraine,"The influential sister of North Korean leader Kim Jong Un has condemned the decision by the United States to supply Ukraine with advanced battle tanks to help fight Russian forces, accusing Washington of crossing a “red line” and escalating a “proxy war” designed to destroy Moscow.The comments on Friday by Kim Yo Jong underscored North Korea’s deepening alignment with Russia over the war in Ukraine while it also confronts the US and its Asian allies about its own growing nuclear weapons and missiles programme.“I express serious concern over the US escalating the war situation by providing Ukraine with military hardware for ground offensive,” Kim Yo Jong said in a statement, her first public remarks in months.“The US is the arch criminal which poses serious threat and challenge to the strategic security of Russia and pushes the regional situation to the present grave phase,” said Kim, who is vice-department director of the Central Committee of the Workers Party of Korea.“I do not doubt that any military hardware the US and the West boast of will be burnt into pieces in the face of the indomitable fighting spirit and might of the heroic Russian army and people,” she said, adding that North Korea will always “stand in the same trench” with Russia.Kim’s comments, carried by the country’s official Korean Central News Agency, came after the US said it would send 31 M1 Abrams tanks to Ukraine, reversing months of indecision by Washington on the issue. The US announcement followed Germany’s decision to also provide Ukraine with 14 Leopard 2 A6 tanks from its own stocks.NEW: Kim Jong Un’s sister slammed the U.S. for sending tanks to Ukraine.In a statement published by KCNA on Friday, Kim Yo Jong criticized Washington for “crossing the line” and exposing Europe to “grave danger.”https://t.co/9rIi0HWRSj— NK NEWS (@nknewsorg) January 28, 2023Kim said US President Joe Biden’s administration was “further crossing the red line” by sending its main tanks to Ukraine and that the decision reflects a “sinister intention to realize its hegemonic aim by further expanding the proxy war for destroying Russia”.North Korea has blamed the US for the crisis in Ukraine, insisting that the West’s “hegemonic policy” forced Russia to take military action to protect its security interests.North Korea is also the only nation other than Russia and Syria to recognise the independence of Donetsk and Luhansk, two Russian-backed separatist regions in eastern Ukraine, and has also hinted at plans to send workers there to help with rebuilding efforts.The US has accused North Korea of sending large supplies of artillery shells and other ammunition to Russia to support its offensive in Ukraine, although North Korea has repeatedly denied the claim.Pyongyang has also accelerated its weapons development, test-firing more than 70 missiles in 2022 alone, including potentially nuclear-capable intercontinental ballistic missiles.(Al Jazeera)",0.01984,0.38667,2946,10,6,10,0,0
153,https://www.aljazeera.com/news/2023/1/28/russias-megalomania-in-ukraine-war-cited-at-auschwitz-memorial,"The director of the Auschwitz Nazi death camp memorial has compared the recent killing of people in Ukraine by Russian forces with similar suffering experienced during World War II.Marking the 78th anniversary of the liberation of the camp, set up on Polish soil by Nazi Germany and where more than 1.1 million people — most of them Jews — perished in gas chambers and from starvation, cold and disease, the memorial site’s director compared Nazi crimes to those Russians have recently committed in Ukrainian towns such as Bucha and Mariupol.“Similar sick megalomania, similar lust for power, and similar-sounding myths about uniqueness, greatness, primacy … only written in Russian. Innocent people are dying en masse in Europe, again,” the director Piotr Cywinski said in an address to an audience including Holocaust survivors on Friday.“Wola district in Warsaw, Zamojszczyzna, Oradour and Lidice today are called Bucha, Irpin, Hostomel, Mariupol and Donetsk,” he said, referring to places where mass killings took place in World War II and sites where Ukraine and its allies accuse Russian forces of committing atrocities.“Being silent means giving voice to the perpetrators,” Cywinski said. “Remaining indifferent is tantamount to condoning murder,” he said.“Russia, unable to conquer Ukraine, has decided to destroy it. We see it every day, even as we stand here.”Read the address of @AuschwitzMuseum director for the 78th anniversary of liberation of Auschwitz.""Being silent means giving voice to the perpetrators,Staying neutral means reaching out to the rapist,Remaining indifferent is tantamount to condoning murder."" pic.twitter.com/KGGcHArwNE— Auschwitz Memorial (@AuschwitzMuseum) January 27, 2023 Set up by Nazi Germany in occupied Poland in 1940, the camp became the largest of Adolf Hitler’s extermination centres.Though the camp was liberated by the Soviet-era Red Army on January 27, 1945, Russian officials were not invited to take part in this year’s commemorations due to its war in Ukraine.Valentina Matvienko, speaker of Russia’s upper house of parliament, deplored that as a “cynical” move on Friday.“They refused to invite the liberators so that they could pay tribute to the memory of the victims,” she said. “Of course, this is very worrying.”In a post on Telegram on Thursday, Russian Foreign Ministry spokeswoman Maria Zakharova accused the West of trying to rewrite history and said, “the memory of the horrors of Nazism and the Soviet heroes-liberators cannot be erased”.Russian President Vladimir Putin, who attended observances marking the 60th anniversary of the camp’s liberation in 2005, repeated his claim on Friday that Russian soldiers were fighting against neo-Nazis in Ukraine.“This is evidenced by the crimes against civilians, ethnic cleansing and punitive actions organised by neo-Nazis in Ukraine. It is against that evil that our soldiers are bravely fighting,” Putin said.“Forgetting the lessons of history leads to the repetition of terrible tragedies,” he said.During Friday’s commemorations, Holocaust survivors wearing hats and scarves in the blue and white stripes of camp uniforms laid candles on the ruins of a gas chamber.  Source: News AgenciesAboutShow moreAbout UsCode of EthicsTerms and ConditionsEU/EEA Regulatory NoticePrivacy PolicyCookie PolicyCookie PreferencesSitemapCommunity GuidelinesWork for usHR QualityConnectShow moreContact UsAdvertise with usAppsChannel FinderTV SchedulePodcastsSubmit a TipOur ChannelsShow moreAl Jazeera ArabicAl Jazeera EnglishAl Jazeera Investigative UnitAl Jazeera MubasherAl Jazeera DocumentaryAl Jazeera BalkansAJ+Our NetworkShow moreAl Jazeera Centre for StudiesAl Jazeera Media InstituteLearn ArabicAl Jazeera Centre for Public Liberties & Human RightsAl Jazeera ForumAl Jazeera Hotel PartnersFollow Al Jazeera English:facebooktwitteryoutubeinstagram-colored-outlinerss© 2023 Al Jazeera Media Network",-0.04633,0.36821,3900,6,4,10,2,0
154,https://www.aljazeera.com/news/2023/1/27/ukraine-warns-it-may-boycott-2024-olympics-if-russians-take-part,"Ukraine may boycott the 2024 Summer Olympics if Russian and Belarusian athletes are allowed to compete in the Paris Games, the country’s sport minister has warned.Vadim Guttsait’s said on Thursday that as long as there is a “war in Ukraine, Russian and Belarusian athletes should not be in international competitions”.Belarus is a major ally of Russia and was used as a staging post for its full-scale invasion of neighbouring Ukraine.Guttsait’s comments came after the International Olympic Committee (IOC) said it would “explore a pathway” for athletes from the two countries to participate as neutrals.“Work is currently under way on further possible steps and first steps to continue sanctions and prevent Russians and Belarusians from international competitions,” Guttsait said in a post on Facebook.“If we are not heard, I do not rule out the possibility that we will boycott and refuse participation in the Olympics,” he added.Guttsait, who is also the president of Ukraine’s National Olympic Committee, added that talks with national sports federations over a possible boycott had already begun.IOC ‘disregarding Russian war crimes’Since Russia’s invasion of Ukraine in February last year, many international sports bodies have suspended Russian and Belarusian teams or athletes in protest against the war. Others have been permitted to compete under a neutral flag.Just days after Russia launched its offensive on February 24, the IOC had urged sporting governing bodies and organisers to exclude Russian and Belarusian athletes and officials from international events.But on Wednesday, in an apparent change of course, it said the possibility of athletes from the two countries competing in sporting events as neutrals should be “further explored”.“No athlete should be prevented from competing just because of their passport,” the IOC said in a statement following a meeting of its executive board.Following that announcement, the Olympic Council of Asia said on Thursday it had offered athletes from both countries the chance to compete in this year’s Asian Games, giving them a qualification pathway for the Paris Games through Asia rather than Europe, where they could face boycotts and hostility.The move was met with dismay and anger in Kyiv.Ukrainian President Volodymyr Zelenskyy said he had told his French counterpart Emmanuel Macron on Tuesday that Russia should have “no place” in the Olympics.Foreign Minister Dmytro Kuleba also weighed in, urging all “sports figures to make their stance known”.“[The] IOC has been disregarding Russian war crimes, claiming that ‘No athlete should be prevented from competing just because of their passport’, while Ukrainian athletes continue to be killed by Russia because of their passports,” Kuleba said.‘The wrong path’There was no immediate response from the French government, but other European countries backing Ukraine in the war also criticised the IOC’s decision.British Culture Secretary Michelle Donelan said the organisation’s stance was “a world away from the reality of war being felt by the Ukrainian people”.In Germany, Interior Minister Nancy Faeser called it “the wrong path”.But in Russia, there was praise for the IOC’s approach from Igor Levitin, an aide to President Vladimir Putin and senior vice president of the Russian Olympic Committee.“I think it is already a success. Olympic society understands that the Olympic Games cannot be staged without Russia,” Levitin was quoted as saying by the state-owned TASS news agency.Meanwhile, the International Paralympic Committee said it would “follow with interest the IOC proposed process”.“We wish to reiterate that we hope and pray that the conflict comes to an end, that no more lives are taken, and that we can run sports and politics separately,” Andrew Parsons, the IPC’s president, said in a statement.The Paris Games are scheduled to take place from July 26 to August 11 next year.",-0.03142,0.23041,3917,6,7,15,1,1
155,https://www.aljazeera.com/news/2023/1/27/russias-lavrov-meets-eritrean-president-in-surprise-visit,"Russia’s Foreign Minister Sergey Lavrov has met Eritrea’s President Isaias Afwerki in Asmara during the Russian diplomat’s second tour of Africa to boost international support for Moscow’s war effort in Ukraine.The visit comes after Lavrov visited officials in South Africa, one of his country’s most important allies on the continent, where on Monday he pushed back at criticisms over joint naval drills between Russia, China and South Africa scheduled for next month.The discussion centred on the dynamics of the war in Ukraine and the enhancement of bilateral ties in energy, mining, information technology, education and health sectors, said Eritrea’s Information Minister Yemane Meskel late on Thursday.President Isaias Afwerki received at State House today Russian delegation led by Foreign Minister Sergei Lavrov. The discussions centered on the dynamics of the war in Ukraine & enhancement of bilateral ties on sectors of energy, mining, information technology. education & health pic.twitter.com/Ax5Shac3JC— Yemane G. Meskel (@hawelti) January 26, 2023Russia has found allies in several African countries which have taken a more neutral stance on Moscow’s invasion of Ukraine.At the United Nations General Assembly’s first resolution in March last year condemning Russian actions, African countries formed a significant proportion of those abstaining from voting. Eritrea was one of the only five countries to vote against it along with Syria, North Korea, China and Belarus.Before visiting Eritrea and South Africa, Lavrov was in Angola and Eswatini.",0.07262,0.26786,1560,4,3,6,0,0
156,https://www.aljazeera.com/news/2023/1/27/russia-ukraine-war-list-of-key-events-day-338,"Here is the situation as it stands on Friday, January 27, 2023:FightingUkraine’s military said it shot down 47 of 59 Russian missiles, some of which were fired from Tu-95 strategic bombers in the Russian Arctic.It also said Russia launched 37 air strikes, 17 of them using Iranian-made Shahed-136 drones – all of which were downed.The International Atomic Energy Agency reported powerful explosions near Ukraine’s Russian-occupied Zaporizhzhia Nuclear Power Plant and renewed calls for a security zone around it.Canada will send four Leopard 2 battle tanks to Ukraine, the Canadian defence minister said, after Germany this week allowed other countries to re-export the German-built tank.A local resident is seen at a site of a Russian missile strike in Kyiv, Ukraine [Gleb Garanich/Reuters]The Kremlin said it sees the Western commitments to deliver tanks as evidence of the growing “direct involvement” of the United States and Europe in the 11-month-old war.A former commander of Russia’s Wagner mercenary group who fled to Norway has spoken about how he witnessed some of his comrades being shot as they were trying to flee from the front line in Ukraine, his Norwegian lawyer said.The chief of the UN refugee agency told AFP news agency that Ukraine and other European governments should prepare for another possible wave of people fleeing the fighting.DiplomacyUkrainian skeleton racer Vladyslav Heraskevych criticised the International Olympic Committee (IOC) for considering allowing Russian and Belarusian athletes to return to international competitions in Asia.The United Nations’ cultural agency decided to add the historic centre of Ukraine’s Black Sea port city of Odesa to its list of World Heritage Sites to recognise “the outstanding universal value of the site and the duty of all humanity to protect it” as the city faces the threat of destruction.Ukraine threatened to boycott the 2024 Olympics in Paris if Russian and Belarusian athletes are allowed to participate, a prospect described as “unacceptable” by the country’s sports minister. The IOC had earlier said a way to allow competitors from those countries to take part should be “further explored”.SanctionsThe US stepped up sanctions against the Wagner Group, labelling it a transnational criminal organisation responsible for widespread human rights abuses.Japan tightened sanctions against Russia following its latest wave of missile attacks in Ukraine, adding a number of products to an export ban list and freezing the assets of Russian officials and entities.Source: News AgenciesAboutShow moreAbout UsCode of EthicsTerms and ConditionsEU/EEA Regulatory NoticePrivacy PolicyCookie PolicyCookie PreferencesSitemapCommunity GuidelinesWork for usHR QualityConnectShow moreContact UsAdvertise with usAppsChannel FinderTV SchedulePodcastsSubmit a TipOur ChannelsShow moreAl Jazeera ArabicAl Jazeera EnglishAl Jazeera Investigative UnitAl Jazeera MubasherAl Jazeera DocumentaryAl Jazeera BalkansAJ+Our NetworkShow moreAl Jazeera Centre for StudiesAl Jazeera Media InstituteLearn ArabicAl Jazeera Centre for Public Liberties & Human RightsAl Jazeera ForumAl Jazeera Hotel PartnersFollow Al Jazeera English:facebooktwitteryoutubeinstagram-colored-outlinerss© 2023 Al Jazeera Media Network",0.02022,0.24205,3263,9,1,10,0,0
